,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypesOfSteel_A300,TypesOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scratch,Stains,Dirtiness,Bumps,Other_Faults_(Class)
1368,1037,1055,2195695.0,2195707.0,78.0,29.0,18.0,9512.0,111,135,1370,1,0,80,0.4599,0.6389,0.6667,0.0131,0.6207,0.6667,0.0,1.8921,1.2553,1.0792,-0.3333,-0.0473,0.3601,0,0,0,0,0,0,2
1369,1019,1035,2224815.0,2224820.0,49.0,17.0,5.0,5842.0,108,140,1366,1,0,80,0.4846,0.3875,0.3125,0.0117,0.9412,1.0,0.0,1.6902,1.2041,0.699,-0.6875,-0.0686,0.1852,0,0,0,0,0,0,2
1371,922,941,2253261.0,2253265.0,52.0,19.0,7.0,5111.0,89,110,1360,1,0,80,0.6162,0.3158,0.2105,0.014,1.0,0.5714,0.0,1.716,1.2787,0.6021,-0.7895,-0.2321,0.1812,0,0,0,0,0,0,2
1372,1137,1154,2265683.0,2265692.0,77.0,25.0,16.0,8170.0,95,119,1356,1,0,80,0.2979,0.4967,0.5294,0.0125,0.68,0.5625,0.0,1.8865,1.2305,0.9542,-0.4706,-0.1711,0.2699,0,0,0,0,0,0,2
1373,344,353,2278012.0,2278020.0,46.0,10.0,8.0,5003.0,95,127,1354,1,0,80,0.5081,0.3611,0.8889,0.0066,0.9,1.0,0.0,1.6628,0.9542,0.9031,-0.1111,-0.1503,0.1773,0,0,0,0,0,0,2
1374,1098,1115,2293200.0,2293208.0,59.0,21.0,8.0,6318.0,97,118,1360,1,0,80,0.3603,0.5662,0.4706,0.0125,0.8095,1.0,0.0,1.7708,1.2305,0.9031,-0.5294,-0.1634,0.2482,0,0,0,0,0,0,2
1401,1122,1139,2650780.0,2650795.0,144.0,20.0,16.0,14169.0,84,116,1646,1,0,80,0.616,0.4353,0.8824,0.0103,0.85,0.9375,0.0,2.1584,1.2305,1.1761,-0.1177,-0.2313,0.4219,0,0,0,0,0,0,2
1402,1170,1182,61060.0,61074.0,126.0,12.0,14.0,14727.0,103,127,1353,0,1,185,0.2528,0.25,0.8571,0.0089,1.0,1.0,1.0,2.1004,1.0792,1.1461,0.1429,-0.0869,0.2901,0,0,0,0,0,0,2
1403,1094,1108,75122.0,75139.0,197.0,14.0,17.0,22098.0,89,132,1353,0,1,185,0.3622,0.1723,0.8235,0.0104,1.0,1.0,1.0,2.2945,1.1461,1.2305,0.1765,-0.1236,0.3945,0,0,0,0,0,0,2
1404,610,625,529042.0,529057.0,172.0,15.0,16.0,19997.0,101,127,1387,0,1,40,0.8796,0.2356,1.0,0.0108,1.0,0.9375,0.5,2.2355,1.1761,1.1761,0.0,-0.0917,0.374,0,0,0,0,0,0,2
1405,662,670,781434.0,781444.0,66.0,10.0,10.0,7181.0,89,123,1687,1,0,80,0.7848,0.175,0.8,0.0047,0.8,1.0,1.0,1.8195,0.9031,1.0,0.2,-0.15,0.1852,0,0,0,0,0,0,2
1406,1550,1561,838654.0,838663.0,68.0,13.0,9.0,6216.0,80,103,1687,1,0,80,0.1494,0.3131,0.8182,0.0065,0.8461,1.0,0.0,1.8325,1.0414,0.9542,-0.1818,-0.2858,0.2051,0,0,0,0,0,0,2
1407,1043,1053,1082240.0,1082248.0,64.0,12.0,8.0,7296.0,97,132,1687,1,0,80,0.7516,0.2,0.8,0.0059,0.8333,1.0,0.0,1.8062,1.0,0.9031,-0.2,-0.1094,0.1852,0,0,0,0,0,0,2
1408,1068,1077,188817.0,188826.0,60.0,12.0,11.0,6735.0,99,127,1687,1,0,70,0.7232,0.2593,1.0,0.0053,0.75,0.8182,0.5,1.7781,0.9542,0.9542,0.0,-0.123,0.1862,0,0,0,0,0,0,2
1409,1080,1088,2136974.0,2136983.0,48.0,8.0,9.0,5418.0,98,132,1687,1,0,70,0.7101,0.3333,0.8889,0.0047,1.0,1.0,1.0,1.6812,0.9031,0.9542,0.1111,-0.1182,0.1773,0,0,0,0,0,0,2
1410,793,801,2533145.0,2533151.0,31.0,9.0,6.0,3476.0,99,121,1687,1,0,70,0.9401,0.3542,0.75,0.0047,0.8889,1.0,0.0,1.4914,0.9031,0.7782,-0.25,-0.124,0.1551,0,0,0,0,0,0,2
1411,1027,1036,2835787.0,2835797.0,69.0,11.0,10.0,7446.0,87,127,1687,1,0,70,0.7718,0.2333,0.9,0.0053,0.8182,1.0,1.0,1.8389,0.9542,1.0,0.1,-0.1569,0.1954,0,0,0,0,0,0,2
1412,1129,1140,335177.0,335188.0,87.0,18.0,11.0,9260.0,81,127,1687,1,0,100,0.6485,0.281,1.0,0.0065,0.6111,1.0,0.5,1.9395,1.0414,1.0414,0.0,-0.1685,0.23,0,0,0,0,0,0,2
1413,1049,1059,764081.0,764092.0,70.0,12.0,11.0,7279.0,82,125,1687,1,0,100,0.7445,0.3636,0.9091,0.0059,0.8333,1.0,1.0,1.8451,1.0,1.0414,0.0909,-0.1876,0.2173,0,0,0,0,0,0,2
1414,299,307,853625.0,853638.0,85.0,12.0,13.0,10892.0,115,140,1687,1,0,100,0.3545,0.1827,0.6154,0.0047,0.6667,1.0,1.0,1.9294,0.9031,1.1139,0.3846,0.0011,0.2105,0,0,0,0,0,0,2
1415,159,168,953888.0,953896.0,54.0,9.0,8.0,6942.0,116,143,1687,1,0,100,0.1885,0.25,0.8889,0.0053,1.0,1.0,0.0,1.7324,0.9542,0.9031,-0.1111,0.0043,0.1773,0,0,0,0,0,0,2
1416,905,916,1046618.0,1046624.0,41.0,12.0,7.0,4162.0,88,117,1687,1,0,100,0.914,0.3788,0.5454,0.0065,0.9167,0.8571,0.0,1.6128,1.0414,0.7782,-0.4545,-0.2069,0.1715,0,0,0,0,0,0,2
1417,1605,1616,1116225.0,1116232.0,57.0,11.0,7.0,5464.0,82,108,1687,1,0,100,0.0842,0.2597,0.6364,0.0065,1.0,1.0,0.0,1.7559,1.0414,0.8451,-0.3636,-0.2511,0.1822,0,0,0,0,0,0,2
1418,345,356,822292.0,822313.0,170.0,21.0,21.0,18503.0,82,127,1353,1,0,50,0.51,0.2641,0.5238,0.0081,0.5238,1.0,1.0,2.2304,1.0414,1.3222,0.4762,-0.1497,0.3834,0,0,0,0,0,0,2
1419,1173,1188,1072387.0,1072413.0,258.0,20.0,26.0,26729.0,77,122,1353,1,0,50,0.2439,0.3385,0.5769,0.0111,0.75,1.0,1.0,2.4116,1.1761,1.415,0.4231,-0.1906,0.6422,0,0,0,0,0,0,2
1420,779,796,1198171.0,1198188.0,198.0,21.0,18.0,18327.0,54,118,1353,0,1,50,0.8234,0.3149,1.0,0.0126,0.8095,0.9444,0.5,2.2967,1.2305,1.2305,0.0,-0.2769,0.4779,0,0,0,0,0,0,2
1421,1029,1042,639361.0,639376.0,128.0,18.0,15.0,17802.0,132,150,1364,1,0,70,0.4721,0.3436,0.8667,0.0095,0.7222,1.0,1.0,2.1072,1.1139,1.1761,0.1333,0.0865,0.3285,0,0,0,0,0,0,2
1422,989,1000,800963.0,800972.0,68.0,13.0,10.0,7457.0,91,125,1364,1,0,70,0.5337,0.3131,0.8182,0.0081,0.8461,0.9,0.0,1.8325,1.0414,0.9542,-0.1818,-0.1433,0.2051,0,0,0,0,0,0,2
1423,1170,1184,1038876.0,1038891.0,113.0,27.0,18.0,14982.0,125,142,1362,1,0,70,0.2614,0.4619,0.9333,0.0103,0.5185,0.8333,1.0,2.0531,1.1461,1.1761,0.0667,0.0358,0.3509,0,0,0,0,0,0,2
1424,754,770,1066700.0,1066722.0,212.0,20.0,22.0,21031.0,77,118,1362,1,0,70,0.8693,0.3977,0.7273,0.0117,0.8,1.0,1.0,2.3263,1.2041,1.3424,0.2727,-0.225,0.5822,0,0,0,0,0,0,2
1425,457,465,1087496.0,1087506.0,60.0,9.0,10.0,6750.0,92,134,1364,1,0,70,0.6701,0.25,0.8,0.0059,0.8889,1.0,1.0,1.7781,0.9031,1.0,0.2,-0.1211,0.1852,0,0,0,0,0,0,2
1426,760,772,1147869.0,1147880.0,99.0,18.0,11.0,9347.0,61,119,1362,1,0,70,0.8664,0.25,0.9167,0.0088,0.6667,1.0,0.0,1.9956,1.0792,1.0414,-0.0833,-0.2624,0.2432,0,0,0,0,0,0,2
1427,512,524,1261077.0,1261088.0,74.0,15.0,11.0,8292.0,93,132,1364,1,0,70,0.7507,0.4394,0.9167,0.0088,0.8,1.0,0.0,1.8692,1.0792,1.0414,-0.0833,-0.1246,0.2432,0,0,0,0,0,0,2
1428,1068,1083,1539081.0,1539097.0,101.0,27.0,17.0,13866.0,128,149,1366,1,0,70,0.4144,0.5792,0.9375,0.011,0.5556,0.9412,1.0,2.0043,1.1761,1.2041,0.0625,0.0726,0.3977,0,0,0,0,0,0,2
1429,676,689,1974176.0,1974206.0,216.0,27.0,30.0,22418.0,93,119,1364,1,0,70,0.9897,0.4462,0.4333,0.0095,0.4815,1.0,1.0,2.3345,1.1139,1.4771,0.5667,-0.1892,0.6422,0,0,0,0,0,0,2
1430,338,348,2032058.0,2032067.0,57.0,11.0,9.0,6135.0,89,127,1364,1,0,70,0.4956,0.3667,0.9,0.0073,0.9091,1.0,0.0,1.7559,1.0,0.9542,-0.1,-0.1591,0.1954,0,0,0,0,0,0,2
1431,811,823,3096621.0,3096632.0,86.0,15.0,11.0,9203.0,91,124,1356,1,0,70,0.7861,0.3485,0.9167,0.0088,0.8,1.0,0.0,1.9345,1.0792,1.0414,-0.0833,-0.164,0.2432,0,0,0,0,0,0,2
1432,655,672,4212846.0,4212863.0,210.0,18.0,17.0,20438.0,48,126,1650,1,0,69,0.7939,0.2734,1.0,0.0103,0.9444,1.0,0.5,2.3222,1.2305,1.2305,0.0,-0.2397,0.4779,0,0,0,0,0,0,2
1434,1159,1169,301412.0,301420.0,66.0,12.0,8.0,7164.0,87,135,1690,1,0,150,0.6166,0.175,0.8,0.0059,0.8333,1.0,0.0,1.8195,1.0,0.9031,-0.2,-0.152,0.1852,0,0,0,0,0,0,2
1435,328,335,322285.0,322292.0,33.0,8.0,7.0,3806.0,102,134,1688,1,0,150,0.3886,0.3265,1.0,0.0041,0.875,1.0,0.5,1.5185,0.8451,0.8451,0.0,-0.099,0.156,0,0,0,0,0,0,2
1436,345,355,348556.0,348568.0,92.0,16.0,12.0,9704.0,71,132,1688,1,0,150,0.4088,0.2333,0.8333,0.0059,0.625,1.0,1.0,1.9638,1.0,1.0792,0.1667,-0.176,0.2288,0,0,0,0,0,0,2
1437,1032,1046,404761.0,404774.0,111.0,24.0,17.0,14697.0,118,143,1690,1,0,150,0.7621,0.3901,0.9286,0.0083,0.5833,0.7647,0.0,2.0453,1.1461,1.1139,-0.0714,0.0344,0.3097,0,0,0,0,0,0,2
1438,1115,1130,817076.0,817090.0,140.0,21.0,14.0,13836.0,58,135,1690,1,0,150,0.6627,0.3333,0.9333,0.0089,0.7143,1.0,0.0,2.1461,1.1761,1.1461,-0.0667,-0.2279,0.3509,0,0,0,0,0,0,2
1439,1070,1079,863518.0,863529.0,74.0,13.0,11.0,7842.0,78,132,1652,1,0,100,0.6937,0.2525,0.8182,0.0055,0.6923,1.0,1.0,1.8692,0.9542,1.0414,0.1818,-0.1721,0.2051,0,0,0,0,0,0,2
1441,1126,1134,2636449.0,2636459.0,59.0,11.0,10.0,6936.0,102,135,1656,1,0,100,0.6304,0.2625,0.8,0.0048,0.7273,1.0,1.0,1.7708,0.9031,1.0,0.2,-0.0816,0.1852,0,0,0,0,0,0,2
1442,300,312,2665729.0,2665742.0,124.0,12.0,14.0,13351.0,85,125,1656,1,0,100,0.3623,0.2051,0.9231,0.0072,1.0,0.9286,1.0,2.0934,1.0792,1.1139,0.0769,-0.1588,0.2739,0,0,0,0,0,0,2
1443,434,446,2688956.0,2688969.0,119.0,16.0,13.0,13108.0,81,132,1658,1,0,100,0.5235,0.2372,0.9231,0.0072,0.75,1.0,1.0,2.0756,1.0792,1.1139,0.0769,-0.1394,0.2739,0,0,0,0,0,0,2
1445,640,650,629605.0,629613.0,64.0,12.0,8.0,7197.0,91,134,1656,1,0,80,0.7729,0.2,0.8,0.006,0.8333,1.0,0.0,1.8062,1.0,0.9031,-0.2,-0.1215,0.1852,0,0,0,0,0,0,2
1446,1538,1549,789340.0,789352.0,100.0,13.0,12.0,9458.0,77,110,1652,1,0,80,0.1247,0.2424,0.9167,0.0067,0.8461,1.0,1.0,2.0,1.0414,1.0792,0.0833,-0.2611,0.2432,0,0,0,0,0,0,2
1447,1505,1522,880521.0,880535.0,155.0,19.0,14.0,14729.0,71,114,1654,1,0,80,0.1596,0.3487,0.8235,0.0103,0.8947,1.0,0.0,2.1903,1.2305,1.1461,-0.1765,-0.2576,0.3945,0,0,0,0,0,0,2
1449,1155,1166,476876.0,476887.0,82.0,13.0,11.0,8745.0,77,133,1696,1,0,100,0.625,0.3223,1.0,0.0065,0.8461,1.0,0.5,1.9138,1.0414,1.0414,0.0,-0.1668,0.23,0,0,0,0,0,0,2
1450,171,182,1804039.0,1804048.0,69.0,12.0,9.0,8210.0,99,143,1688,1,0,100,0.2026,0.303,0.8182,0.0065,0.9167,1.0,0.0,1.8389,1.0414,0.9542,-0.1818,-0.0704,0.2051,0,0,0,0,0,0,2
1451,144,152,127892.0,127903.0,68.0,10.0,11.0,8586.0,101,142,1618,1,0,70,0.178,0.2273,0.7273,0.0049,0.8,1.0,1.0,1.8325,0.9031,1.0414,0.2727,-0.0136,0.1934,0,0,0,0,0,0,2
1452,1136,1150,4082892.0,4082910.0,191.0,17.0,18.0,22601.0,101,135,1666,0,1,40,0.6194,0.2421,0.7778,0.0084,0.8235,1.0,1.0,2.281,1.1461,1.2553,0.2222,-0.0755,0.417,0,0,0,0,0,0,2
1455,789,797,54896.0,54905.0,55.0,10.0,9.0,6216.0,100,132,1362,0,1,175,0.8297,0.2361,0.8889,0.0059,0.8,1.0,1.0,1.7404,0.9031,0.9542,0.1111,-0.117,0.1773,0,0,0,0,0,0,2
1456,1151,1162,866291.0,866302.0,85.0,14.0,11.0,10211.0,111,134,1396,0,1,120,0.3352,0.2975,1.0,0.0079,0.7857,1.0,0.5,1.9294,1.0414,1.0414,0.0,-0.0615,0.23,0,0,0,0,0,0,2
1457,599,608,2382642.0,2382651.0,54.0,12.0,9.0,6100.0,101,126,1360,0,1,40,0.8809,0.3333,1.0,0.0066,0.75,1.0,0.5,1.7324,0.9542,0.9542,0.0,-0.1175,0.1862,0,0,0,0,0,0,2
1459,220,229,3094414.0,3094424.0,54.0,10.0,10.0,6091.0,104,124,1692,0,1,70,0.26,0.4,0.9,0.0053,0.9,1.0,1.0,1.7324,0.9542,1.0,0.1,-0.1188,0.1954,0,0,0,0,0,0,2
1460,843,852,6712.0,6724.0,98.0,14.0,12.0,9016.0,82,102,1356,0,1,40,0.7434,0.0926,0.75,0.0066,0.6429,1.0,1.0,1.9912,0.9542,1.0792,0.25,-0.2813,0.215,0,0,0,0,0,0,2
1461,1219,1231,701105.0,701126.0,183.0,19.0,21.0,19652.0,91,126,1358,0,1,40,0.187,0.2738,0.5714,0.0088,0.6316,1.0,1.0,2.2624,1.0792,1.3222,0.4286,-0.161,0.417,0,0,0,0,0,0,2
1464,642,658,96252.0,96269.0,194.0,17.0,17.0,21009.0,77,134,1694,1,0,80,0.758,0.2868,0.9412,0.0094,0.9412,1.0,1.0,2.2878,1.2041,1.2305,0.0588,-0.154,0.4498,0,0,0,0,0,0,2
1465,1123,1133,94662.0,94672.0,73.0,11.0,10.0,6734.0,70,109,1694,0,1,60,0.6623,0.27,1.0,0.0059,0.9091,1.0,0.5,1.8633,1.0,1.0,0.0,-0.2793,0.2061,0,0,0,0,0,0,2
1466,279,290,119026.0,119036.0,86.0,15.0,10.0,7987.0,73,109,1694,0,1,60,0.3294,0.2182,0.9091,0.0065,0.7333,1.0,0.0,1.9345,1.0414,1.0,-0.0909,-0.2744,0.2173,0,0,0,0,0,0,2
1467,1202,1216,289529.0,289543.0,137.0,15.0,15.0,16692.0,109,134,1692,0,1,60,0.5627,0.301,1.0,0.0083,0.9333,0.9333,0.5,2.1367,1.1461,1.1461,0.0,-0.0481,0.33,0,0,0,0,0,0,2
1468,747,758,949136.0,949144.0,71.0,14.0,8.0,7768.0,96,126,1698,0,1,60,0.8799,0.1932,0.7273,0.0065,0.7857,1.0,0.0,1.8513,1.0414,0.9031,-0.2727,-0.1452,0.1934,0,0,0,0,0,0,2
1469,799,806,1029590.0,1029596.0,33.0,9.0,6.0,3751.0,105,126,1698,0,1,60,0.9411,0.2143,0.8571,0.0041,0.7778,1.0,0.0,1.5185,0.8451,0.7782,-0.1429,-0.112,0.1499,0,0,0,0,0,0,2
1470,485,493,1105756.0,1105768.0,75.0,11.0,12.0,8268.0,91,125,1696,0,1,60,0.5719,0.2188,0.6667,0.0047,0.7273,1.0,1.0,1.8751,0.9031,1.0792,0.3333,-0.1388,0.2018,0,0,0,0,0,0,2
1471,619,628,1126672.0,1126680.0,59.0,12.0,8.0,6638.0,95,127,1696,0,1,60,0.73,0.1806,0.8889,0.0053,0.75,1.0,0.0,1.7708,0.9542,0.9031,-0.1111,-0.121,0.1773,0,0,0,0,0,0,2
1473,1106,1116,2371582.0,2371598.0,106.0,12.0,16.0,12311.0,107,125,1358,0,1,40,0.3564,0.3375,0.625,0.0074,0.8333,1.0,1.0,2.0253,1.0,1.2041,0.375,-0.0926,0.2792,0,0,0,0,0,0,2
1478,385,399,4138007.0,4138019.0,125.0,17.0,13.0,14167.0,83,141,1356,1,0,200,0.5678,0.256,0.8571,0.0103,0.8235,0.9231,0.0,2.0969,1.1461,1.0792,-0.1429,-0.1146,0.2901,0,0,0,0,0,0,2
1506,1197,1210,61803.0,61826.0,122.0,30.0,28.0,13961.0,107,127,1394,0,1,120,0.264,0.592,0.5652,0.0093,0.4333,0.8214,1.0,2.0864,1.1139,1.3617,0.4348,-0.106,0.4946,0,0,0,0,0,0,2
1509,1589,1601,3051375.0,3051391.0,87.0,33.0,19.0,10070.0,108,127,1690,0,1,70,0.1053,0.5469,0.75,0.0071,0.3636,0.8421,1.0,1.9395,1.0792,1.2041,0.25,-0.0957,0.3241,0,0,0,0,0,0,2
1510,1573,1591,3116210.0,3116226.0,99.0,35.0,20.0,10357.0,97,116,1692,0,1,70,0.1194,0.6563,0.8889,0.0106,0.5143,0.8,0.0,1.9956,1.2553,1.2041,-0.1111,-0.1827,0.4763,0,0,0,0,0,0,2
1512,1580,1590,3160372.0,3160387.0,87.0,20.0,15.0,9275.0,99,124,1690,0,1,70,0.1183,0.42,0.6667,0.0059,0.5,1.0,1.0,1.9395,1.0,1.1761,0.3333,-0.1671,0.266,0,0,0,0,0,0,2
1513,1613,1627,3225473.0,3225496.0,137.0,32.0,25.0,15359.0,103,126,1692,0,1,70,0.0768,0.5745,0.6087,0.0083,0.4375,0.92,1.0,2.1367,1.1461,1.3617,0.3913,-0.1241,0.5329,0,0,0,0,0,0,2
1519,1365,1374,4174907.0,4174926.0,115.0,9.0,19.0,9441.0,44,109,1387,0,1,50,0.0188,0.3275,0.4737,0.0065,1.0,1.0,1.0,2.0607,0.9542,1.2787,0.5263,-0.3586,0.2942,0,0,0,0,0,0,2
1522,0,5,286956.0,287014.0,148.0,8.0,58.0,14298.0,61,121,1353,0,1,70,0.0,0.4897,0.0862,0.0037,0.625,1.0,1.0,2.1703,0.699,1.7634,0.9138,-0.2453,0.4796,0,0,0,0,0,0,2
1523,0,13,438867.0,438919.0,260.0,23.0,56.0,27344.0,46,127,1353,0,1,70,0.0,0.6154,0.25,0.0096,0.5652,0.9286,1.0,2.415,1.1139,1.716,0.75,-0.1784,0.9236,0,0,0,0,0,0,2
1527,1705,1713,389963.0,389978.0,102.0,9.0,15.0,8359.0,70,95,1715,0,1,50,0.0023,0.15,0.5333,0.0047,0.8889,1.0,1.0,2.0086,0.9031,1.1761,0.4667,-0.3598,0.2288,0,0,0,0,0,0,2
1530,39,46,1135364.0,1135377.0,52.0,13.0,13.0,5448.0,87,126,1688,1,0,60,0.0462,0.4286,0.5385,0.0041,0.5385,1.0,1.0,1.716,0.8451,1.1139,0.4615,-0.1815,0.1965,0,0,0,0,0,0,2
1531,2,15,2629644.0,2629668.0,200.0,23.0,24.0,18075.0,77,110,1686,1,0,60,0.0024,0.359,0.5417,0.0077,0.5652,1.0,1.0,2.301,1.1139,1.3802,0.4583,-0.2939,0.5162,0,0,0,0,0,0,2
1534,1677,1686,1846237.0,1846251.0,93.0,13.0,14.0,5606.0,42,84,1692,1,0,70,0.0071,0.2619,0.6429,0.0053,0.6923,1.0,1.0,1.9685,0.9542,1.1461,0.3571,-0.5291,0.2359,0,0,0,0,0,0,2
1537,1543,1562,1312943.0,1312948.0,51.0,21.0,9.0,5843.0,102,127,1652,1,0,69,0.109,0.4632,0.2632,0.0115,0.9048,0.5556,0.0,1.7076,1.2787,0.699,-0.7368,-0.1049,0.2007,0,0,0,0,0,0,2
1538,833,856,276547.0,276554.0,80.0,24.0,12.0,9778.0,103,143,1692,1,0,143,0.9846,0.5031,0.3043,0.0136,0.9583,0.5833,0.0,1.9031,1.3617,0.8451,-0.6956,-0.0451,0.2806,0,0,0,0,0,0,2
1539,507,521,835980.0,835993.0,121.0,18.0,17.0,15526.0,119,141,1360,0,1,180,0.7456,0.3352,0.9286,0.0103,0.7778,0.7647,0.0,2.0828,1.1461,1.1139,-0.0714,0.0025,0.3097,0,0,0,0,0,0,2
1541,35,52,3780021.0,3780044.0,252.0,21.0,23.0,27453.0,87,127,1378,0,1,40,0.0508,0.3555,0.7391,0.0123,0.8095,1.0,1.0,2.4014,1.2305,1.3617,0.2609,-0.1489,0.6438,0,0,0,0,0,0,2
1542,1015,1034,3982273.0,3982278.0,55.0,22.0,11.0,7553.0,132,143,1374,0,1,40,0.4949,0.4211,0.2632,0.0138,0.8636,0.4545,0.0,1.7404,1.2787,0.699,-0.7368,0.0729,0.2007,0,0,0,0,0,0,2
1545,406,417,4025551.0,4025564.0,89.0,14.0,13.0,11759.0,125,143,1370,0,1,40,0.5927,0.3776,0.8461,0.008,0.7857,1.0,1.0,1.9494,1.0414,1.1139,0.1539,0.0322,0.257,0,0,0,0,0,0,2
1546,1291,1305,4046506.0,4046520.0,131.0,16.0,15.0,13742.0,95,118,1346,0,1,40,0.0609,0.3316,1.0,0.0104,0.875,0.9333,0.5,2.1173,1.1461,1.1461,0.0,-0.1805,0.33,0,0,0,0,0,0,2
1548,127,136,503783.0,503796.0,68.0,13.0,13.0,7873.0,102,134,1354,0,1,40,0.1876,0.4188,0.6923,0.0066,0.6923,1.0,1.0,1.8325,0.9542,1.1139,0.3077,-0.0955,0.2253,0,0,0,0,0,0,2
1549,1199,1207,585934.0,585950.0,90.0,13.0,16.0,11422.0,114,141,1354,0,1,40,0.2171,0.2969,0.5,0.0059,0.6154,1.0,1.0,1.9542,0.9031,1.2041,0.5,-0.0085,0.2384,0,0,0,0,0,0,2
1551,1251,1258,660048.0,660060.0,57.0,12.0,12.0,6994.0,114,140,1352,0,1,40,0.1391,0.3214,0.5833,0.0052,0.5833,1.0,1.0,1.7559,0.8451,1.0792,0.4167,-0.0414,0.1892,0,0,0,0,0,0,2
1552,23,32,893638.0,893649.0,63.0,10.0,11.0,7769.0,111,140,1350,0,1,40,0.0341,0.3636,0.8182,0.0067,0.9,1.0,1.0,1.7993,0.9542,1.0414,0.1818,-0.0366,0.2051,0,0,0,0,0,0,2
1553,1327,1332,1432108.0,1432144.0,105.0,14.0,36.0,12615.0,111,135,1354,0,1,40,0.0325,0.4167,0.1389,0.0037,0.3571,1.0,1.0,2.0212,0.699,1.5563,0.8611,-0.0614,0.3068,0,0,0,0,0,0,2
1554,1323,1328,1484300.0,1484326.0,86.0,13.0,26.0,10024.0,108,126,1352,0,1,40,0.0355,0.3385,0.1923,0.0037,0.3846,1.0,1.0,1.9345,0.699,1.415,0.8077,-0.0894,0.2408,0,0,0,0,0,0,2
1555,1329,1332,1508691.0,1508724.0,74.0,12.0,33.0,8995.0,112,132,1352,0,1,40,0.0296,0.2525,0.0909,0.0022,0.25,1.0,1.0,1.8692,0.4771,1.5185,0.9091,-0.0504,0.2051,0,0,0,0,0,0,2
1558,1392,1415,1215744.0,1215749.0,82.0,23.0,6.0,10827.0,123,141,1630,1,0,100,0.2638,0.287,0.2174,0.0141,1.0,0.8333,0.0,1.9138,1.3617,0.699,-0.7826,0.0315,0.223,0,0,0,0,0,0,2
1559,1338,1350,1313692.0,1313714.0,126.0,32.0,24.0,16734.0,125,143,1630,1,0,100,0.3436,0.5227,0.5454,0.0074,0.375,0.9167,1.0,2.1004,1.0792,1.3424,0.4545,0.0376,0.4366,0,0,0,0,0,0,2
1560,607,611,210504.0,210509.0,18.0,4.0,5.0,2034.0,102,124,1694,1,0,100,0.7167,0.1,0.8,0.0024,1.0,1.0,1.0,1.2553,0.6021,0.699,0.2,-0.1172,0.1322,0,0,0,0,0,0,2
1561,62,75,424657.0,424662.0,35.0,13.0,6.0,4606.0,125,143,1362,0,1,180,0.091,0.4615,0.3846,0.0095,1.0,0.8333,0.0,1.5441,1.1139,0.699,-0.6154,0.0281,0.1706,0,0,0,0,0,0,2
1563,754,772,739337.0,739349.0,90.0,28.0,20.0,9057.0,91,111,1353,1,0,50,0.8588,0.5833,0.6667,0.0133,0.6429,0.6,0.0,1.9542,1.2553,1.0792,-0.3333,-0.2138,0.3601,0,0,0,0,0,0,2
1568,1288,1302,1388373.0,1388398.0,159.0,25.0,29.0,18514.0,105,128,1687,1,0,80,0.4564,0.5457,0.56,0.0083,0.56,0.8621,1.0,2.2014,1.1461,1.3979,0.44,-0.0903,0.5789,0,0,0,0,0,0,2
1569,214,226,238008.0,238020.0,113.0,12.0,12.0,11369.0,86,115,1687,1,0,80,0.2537,0.2153,1.0,0.0071,1.0,1.0,0.5,2.0531,1.0792,1.0792,0.0,-0.214,0.2583,0,0,0,0,0,0,2
1570,656,666,336137.0,336152.0,114.0,10.0,15.0,11618.0,77,122,1687,1,0,80,0.7777,0.24,0.6667,0.0059,1.0,1.0,1.0,2.0569,1.0,1.1761,0.3333,-0.2038,0.266,0,0,0,0,0,0,2
1571,507,517,399348.0,399363.0,116.0,10.0,15.0,11910.0,75,123,1687,1,0,80,0.6011,0.2267,0.6667,0.0059,1.0,1.0,1.0,2.0645,1.0,1.1761,0.3333,-0.1979,0.266,0,0,0,0,0,0,2
1572,530,538,508200.0,508224.0,169.0,9.0,24.0,18067.0,87,127,1687,1,0,80,0.6283,0.1198,0.3333,0.0047,0.8889,1.0,1.0,2.2279,0.9031,1.3802,0.6667,-0.1648,0.3241,0,0,0,0,0,0,2
1584,1289,1301,1132484.0,1132492.0,61.0,16.0,13.0,7145.0,105,127,1687,1,0,80,0.4576,0.3646,0.6667,0.0071,0.75,0.6154,0.0,1.7853,1.0792,0.9031,-0.3333,-0.0849,0.2018,0,0,0,0,0,0,2
1585,1598,1607,2932024.0,2932064.0,169.0,34.0,43.0,17673.0,85,120,1687,1,0,80,0.0948,0.5306,0.225,0.0053,0.2647,0.9302,1.0,2.2279,0.9542,1.6021,0.775,-0.183,0.5951,0,0,0,0,0,0,2
1586,196,209,652754.0,652766.0,54.0,22.0,22.0,6470.0,110,129,1467,1,0,100,0.2672,0.6539,0.9231,0.0089,0.5909,0.5454,0.0,1.7324,1.1139,1.0792,-0.0769,-0.064,0.2739,0,0,0,0,0,0,2
